สถิติขนส่งทางอากาศ|ปริมาณการจราจรทางอากาศ|สายการบินต้นทุนต่ำ
จำนวนรถจดทะเบียน|วันที่
สถิติการขนส่งทางอากาศ|ท่าอากาศยาน|กรมการบินพลเรือน|ประจำปี
สถิติขนส่งทางอากาศ|ปริมาณการจราจรทางอากาศ|สายการบินต้นทุนต่ำ
ข้อมูลด้านโครงสร้างพื้นฐาน|สาธารณูปโภค|องค์กรปกครองส่วนท้องถิ่น
ตารางแสดง|ปริมาณ|การขนส่งสินค้า|การขนส่งสินค้า|ภายในประเทศ|ต้นทุน|การขนส่งสินค้า
สถิติการขนส่งทางอากาศ|ท่าอากาศยาน|เอกชน|ประจำปี
ตารางจำนวนผู้โดยสาร|เที่ยวเรือโดยสาร|เรือด่วนเลียบฝั่งแม่น้ำเจ้าพระยา
จำนวนใบอนุญาตขับรถ|ใบอนุญาตผู้ประจำรถ
ตารางปริมาณสินค้า|ขนส่งทางน้ำ|บริเวณ|แม่น้ำเจ้าพระยา|ป่าสัก|ปฏิทิน
จำนวนใบอนุญาตขับรถ|ใบอนุญาตผู้ประจำรถ
ตารางปริมาณการขนส่งสินค้าในแม่น้ำ|ประเภท|สินค้า|เรือขาล่อง|ขาขึ้น
จำนวนผู้โดยสารเฉลี่ย|วัน|เรือยนต์ข้ามฟาก|เส้นทางเดินเรือ|เรือเข้า|เรือออก
สรุปอัตราความเร็วเฉลี่ย|รถยนต์ส่วนบุคคล|ช่วงเร่งด่วน|เย็น
ปริมาณเที่ยวบินภายใน|ปีงบประมาณ
